Admission Type,Year,Admissions,Service Type,Hospital Admissions,Facility Type,Number of Beds,Admissions per Bed,Overcapacity
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Community Hospitals Admissions,13881,Nursing Homes,13022,0.6932882813699892,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Specialist Outpatient Clinics,4954502,Acute Hospitals,10318,0.8749757704981586,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Specialist Outpatient Clinics,4954502,Psychiatric Hospitals,1950,4.6297435897435895,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Specialist Outpatient Clinics,4954502,Community Hospitals,1663,5.428743235117258,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Specialist Outpatient Clinics,4954502,Nursing Homes,13022,0.6932882813699892,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Accident & Emergency Departments,1008718,Acute Hospitals,10318,0.8749757704981586,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Accident & Emergency Departments,1008718,Psychiatric Hospitals,1950,4.6297435897435895,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Accident & Emergency Departments,1008718,Community Hospitals,1663,5.428743235117258,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Accident & Emergency Departments,1008718,Nursing Homes,13022,0.6932882813699892,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Polyclinics,5263999,Acute Hospitals,10318,0.8749757704981586,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Polyclinics,5263999,Psychiatric Hospitals,1950,4.6297435897435895,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Polyclinics,5263999,Community Hospitals,1663,5.428743235117258,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Polyclinics,5263999,Nursing Homes,13022,0.6932882813699892,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Dental Clinics,1063502,Acute Hospitals,10318,0.8749757704981586,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Dental Clinics,1063502,Psychiatric Hospitals,1950,4.6297435897435895,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Dental Clinics,1063502,Community Hospitals,1663,5.428743235117258,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Dental Clinics,1063502,Nursing Homes,13022,0.6932882813699892,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Day Surgeries,326214,Acute Hospitals,10318,0.8749757704981586,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Day Surgeries,326214,Psychiatric Hospitals,1950,4.6297435897435895,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Day Surgeries,326214,Community Hospitals,1663,5.428743235117258,No
    Institute Of Mental Health / Woodbridge Hospital,2016,9028,Day Surgeries,326214,Nursing Homes,13022,0.6932882813699892,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Acute Hospitals Admissions,546256,Acute Hospitals,10318,7.09575499127738,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Acute Hospitals Admissions,546256,Psychiatric Hospitals,1950,37.545641025641025,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Acute Hospitals Admissions,546256,Community Hospitals,1663,44.02525556223692,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Acute Hospitals Admissions,546256,Nursing Homes,13022,5.622331439103056,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Psychiatric Hospitals Admissions,9028,Acute Hospitals,10318,7.09575499127738,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Psychiatric Hospitals Admissions,9028,Psychiatric Hospitals,1950,37.545641025641025,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Psychiatric Hospitals Admissions,9028,Community Hospitals,1663,44.02525556223692,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Psychiatric Hospitals Admissions,9028,Nursing Homes,13022,5.622331439103056,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Community Hospitals Admissions,13881,Acute Hospitals,10318,7.09575499127738,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Community Hospitals Admissions,13881,Psychiatric Hospitals,1950,37.545641025641025,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Community Hospitals Admissions,13881,Community Hospitals,1663,44.02525556223692,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Community Hospitals Admissions,13881,Nursing Homes,13022,5.622331439103056,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Specialist Outpatient Clinics,4954502,Acute Hospitals,10318,7.09575499127738,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Specialist Outpatient Clinics,4954502,Psychiatric Hospitals,1950,37.545641025641025,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Specialist Outpatient Clinics,4954502,Community Hospitals,1663,44.02525556223692,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Specialist Outpatient Clinics,4954502,Nursing Homes,13022,5.622331439103056,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Accident & Emergency Departments,1008718,Acute Hospitals,10318,7.09575499127738,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Accident & Emergency Departments,1008718,Psychiatric Hospitals,1950,37.545641025641025,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Accident & Emergency Departments,1008718,Community Hospitals,1663,44.02525556223692,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Accident & Emergency Departments,1008718,Nursing Homes,13022,5.622331439103056,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Polyclinics,5263999,Acute Hospitals,10318,7.09575499127738,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Polyclinics,5263999,Psychiatric Hospitals,1950,37.545641025641025,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Polyclinics,5263999,Community Hospitals,1663,44.02525556223692,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Polyclinics,5263999,Nursing Homes,13022,5.622331439103056,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Dental Clinics,1063502,Acute Hospitals,10318,7.09575499127738,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Dental Clinics,1063502,Psychiatric Hospitals,1950,37.545641025641025,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Dental Clinics,1063502,Community Hospitals,1663,44.02525556223692,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Dental Clinics,1063502,Nursing Homes,13022,5.622331439103056,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Day Surgeries,326214,Acute Hospitals,10318,7.09575499127738,No
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Day Surgeries,326214,Psychiatric Hospitals,1950,37.545641025641025,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Day Surgeries,326214,Community Hospitals,1663,44.02525556223692,Yes
    Kandang Kerbau Women's & Children's Hospital,2016,73214,Day Surgeries,326214,Nursing Homes,13022,5.622331439103056,No
Public Sector Hospital Admissions,2017,446198,Acute Hospitals Admissions,568117,Acute Hospitals,10340,43.152611218568666,Yes
Public Sector Hospital Admissions,2017,446198,Acute Hospitals Admissions,568117,Psychiatric Hospitals,1950,228.81948717948717,Yes
Public Sector Hospital Admissions,2017,446198,Acute Hospitals Admissions,568117,Community Hospitals,1663,268.3090799759471,Yes
Public Sector Hospital Admissions,2017,446198,Acute Hospitals Admissions,568117,Nursing Homes,14918,29.910041560530903,Yes
Public Sector Hospital Admissions,2017,446198,Psychiatric Hospitals Admissions,9316,Acute Hospitals,10340,43.152611218568666,Yes
Public Sector Hospital Admissions,2017,446198,Psychiatric Hospitals Admissions,9316,Psychiatric Hospitals,1950,228.81948717948717,Yes
Public Sector Hospital Admissions,2017,446198,Psychiatric Hospitals Admissions,9316,Community Hospitals,1663,268.3090799759471,Yes
Public Sector Hospital Admissions,2017,446198,Psychiatric Hospitals Admissions,9316,Nursing Homes,14918,29.910041560530903,Yes
Public Sector Hospital Admissions,2017,446198,Community Hospitals Admissions,16355,Acute Hospitals,10340,43.152611218568666,Yes
Public Sector Hospital Admissions,2017,446198,Community Hospitals Admissions,16355,Psychiatric Hospitals,1950,228.81948717948717,Yes
Public Sector Hospital Admissions,2017,446198,Community Hospitals Admissions,16355,Community Hospitals,1663,268.3090799759471,Yes
Public Sector Hospital Admissions,2017,446198,Community Hospitals Admissions,16355,Nursing Homes,14918,29.910041560530903,Yes
Public Sector Hospital Admissions,2017,446198,Specialist Outpatient Clinics,4973743,Acute Hospitals,10340,43.152611218568666,Yes
Public Sector Hospital Admissions,2017,446198,Specialist Outpatient Clinics,4973743,Psychiatric Hospitals,1950,228.81948717948717,Yes
Public Sector Hospital Admissions,2017,446198,Specialist Outpatient Clinics,4973743,Community Hospitals,1663,268.3090799759471,Yes
Public Sector Hospital Admissions,2017,446198,Specialist Outpatient Clinics,4973743,Nursing Homes,14918,29.910041560530903,Yes
Public Sector Hospital Admissions,2017,446198,Accident & Emergency Departments,993458,Acute Hospitals,10340,43.152611218568666,Yes
Public Sector Hospital Admissions,2017,446198,Accident & Emergency Departments,993458,Psychiatric Hospitals,1950,228.81948717948717,Yes
Public Sector Hospital Admissions,2017,446198,Accident & Emergency Departments,993458,Community Hospitals,1663,268.3090799759471,Yes
Public Sector Hospital Admissions,2017,446198,Accident & Emergency Departments,993458,Nursing Homes,14918,29.910041560530903,Yes
Public Sector Hospital Admissions,2017,446198,Polyclinics,5925787,Acute Hospitals,10340,43.152611218568666,Yes
Public Sector Hospital Admissions,2017,446198,Polyclinics,5925787,Psychiatric Hospitals,1950,228.81948717948717,Yes
Public Sector Hospital Admissions,2017,446198,Polyclinics,5925787,Community Hospitals,1663,268.3090799759471,Yes
Public Sector Hospital Admissions,2017,446198,Polyclinics,5925787,Nursing Homes,14918,29.910041560530903,Yes
Public Sector Hospital Admissions,2017,446198,Dental Clinics,1067080,Acute Hospitals,10340,43.152611218568666,Yes
Public Sector Hospital Admissions,2017,446198,Dental Clinics,1067080,Psychiatric Hospitals,1950,228.81948717948717,Yes
Public Sector Hospital Admissions,2017,446198,Dental Clinics,1067080,Community Hospitals,1663,268.3090799759471,Yes
Public Sector Hospital Admissions,2017,446198,Dental Clinics,1067080,Nursing Homes,14918,29.910041560530903,Yes
Public Sector Hospital Admissions,2017,446198,Day Surgeries,339933,Acute Hospitals,10340,43.152611218568666,Yes
Public Sector Hospital Admissions,2017,446198,Day Surgeries,339933,Psychiatric Hospitals,1950,228.81948717948717,Yes
Public Sector Hospital Admissions,2017,446198,Day Surgeries,339933,Community Hospitals,1663,268.3090799759471,Yes
Public Sector Hospital Admissions,2017,446198,Day Surgeries,339933,Nursing Homes,14918,29.910041560530903,Yes
    National University Hospital,2017,64797,Acute Hospitals Admissions,568117,Acute Hospitals,10340,6.266634429400387,No
    National University Hospital,2017,64797,Acute Hospitals Admissions,568117,Psychiatric Hospitals,1950,33.22923076923077,Yes
    National University Hospital,2017,64797,Acute Hospitals Admissions,568117,Community Hospitals,1663,38.96392062537583,Yes
    National University Hospital,2017,64797,Acute Hospitals Admissions,568117,Nursing Homes,14918,4.343544711087277,No
    National University Hospital,2017,64797,Psychiatric Hospitals Admissions,9316,Acute Hospitals,10340,6.266634429400387,No
    National University Hospital,2017,64797,Psychiatric Hospitals Admissions,9316,Psychiatric Hospitals,1950,33.22923076923077,Yes
    National University Hospital,2017,64797,Psychiatric Hospitals Admissions,9316,Community Hospitals,1663,38.96392062537583,Yes
    National University Hospital,2017,64797,Psychiatric Hospitals Admissions,9316,Nursing Homes,14918,4.343544711087277,No
    National University Hospital,2017,64797,Community Hospitals Admissions,16355,Acute Hospitals,10340,6.266634429400387,No
    National University Hospital,2017,64797,Community Hospitals Admissions,16355,Psychiatric Hospitals,1950,33.22923076923077,Yes
    National University Hospital,2017,64797,Community Hospitals Admissions,16355,Community Hospitals,1663,38.96392062537583,Yes
    National University Hospital,2017,64797,Community Hospitals Admissions,16355,Nursing Homes,14918,4.343544711087277,No
    National University Hospital,2017,64797,Specialist Outpatient Clinics,4973743,Acute Hospitals,10340,6.266634429400387,No
    National University Hospital,2017,64797,Specialist Outpatient Clinics,4973743,Psychiatric Hospitals,1950,33.22923076923077,Yes
    National University Hospital,2017,64797,Specialist Outpatient Clinics,4973743,Community Hospitals,1663,38.96392062537583,Yes
    National University Hospital,2017,64797,Specialist Outpatient Clinics,4973743,Nursing Homes,14918,4.343544711087277,No
    National University Hospital,2017,64797,Accident & Emergency Departments,993458,Acute Hospitals,10340,6.266634429400387,No
    National University Hospital,2017,64797,Accident & Emergency Departments,993458,Psychiatric Hospitals,1950,33.22923076923077,Yes
    National University Hospital,2017,64797,Accident & Emergency Departments,993458,Community Hospitals,1663,38.96392062537583,Yes
    National University Hospital,2017,64797,Accident & Emergency Departments,993458,Nursing Homes,14918,4.343544711087277,No
    National University Hospital,2017,64797,Polyclinics,5925787,Acute Hospitals,10340,6.266634429400387,No
    National University Hospital,2017,64797,Polyclinics,5925787,Psychiatric Hospitals,1950,33.22923076923077,Yes
    National University Hospital,2017,64797,Polyclinics,5925787,Community Hospitals,1663,38.96392062537583,Yes
    National University Hospital,2017,64797,Polyclinics,5925787,Nursing Homes,14918,4.343544711087277,No
    National University Hospital,2017,64797,Dental Clinics,1067080,Acute Hospitals,10340,6.266634429400387,No
    National University Hospital,2017,64797,Dental Clinics,1067080,Psychiatric Hospitals,1950,33.22923076923077,Yes
    National University Hospital,2017,64797,Dental Clinics,1067080,Community Hospitals,1663,38.96392062537583,Yes
    National University Hospital,2017,64797,Dental Clinics,1067080,Nursing Homes,14918,4.343544711087277,No
    National University Hospital,2017,64797,Day Surgeries,339933,Acute Hospitals,10340,6.266634429400387,No
    National University Hospital,2017,64797,Day Surgeries,339933,Psychiatric Hospitals,1950,33.22923076923077,Yes
    National University Hospital,2017,64797,Day Surgeries,339933,Community Hospitals,1663,38.96392062537583,Yes
    National University Hospital,2017,64797,Day Surgeries,339933,Nursing Homes,14918,4.343544711087277,No
    Singapore General Hospital,2017,80732,Acute Hospitals Admissions,568117,Acute Hospitals,10340,7.807736943907157,No
    Singapore General Hospital,2017,80732,Acute Hospitals Admissions,568117,Psychiatric Hospitals,1950,41.40102564102564,Yes
    Singapore General Hospital,2017,80732,Acute Hospitals Admissions,568117,Community Hospitals,1663,48.54600120264582,Yes
    Singapore General Hospital,2017,80732,Acute Hospitals Admissions,568117,Nursing Homes,14918,5.411717388389865,No
    Singapore General Hospital,2017,80732,Psychiatric Hospitals Admissions,9316,Acute Hospitals,10340,7.807736943907157,No
    Singapore General Hospital,2017,80732,Psychiatric Hospitals Admissions,9316,Psychiatric Hospitals,1950,41.40102564102564,Yes
    Singapore General Hospital,2017,80732,Psychiatric Hospitals Admissions,9316,Community Hospitals,1663,48.54600120264582,Yes
    Singapore General Hospital,2017,80732,Psychiatric Hospitals Admissions,9316,Nursing Homes,14918,5.411717388389865,No
    Singapore General Hospital,2017,80732,Community Hospitals Admissions,16355,Acute Hospitals,10340,7.807736943907157,No
    Singapore General Hospital,2017,80732,Community Hospitals Admissions,16355,Psychiatric Hospitals,1950,41.40102564102564,Yes
    Singapore General Hospital,2017,80732,Community Hospitals Admissions,16355,Community Hospitals,1663,48.54600120264582,Yes
    Singapore General Hospital,2017,80732,Community Hospitals Admissions,16355,Nursing Homes,14918,5.411717388389865,No
    Singapore General Hospital,2017,80732,Specialist Outpatient Clinics,4973743,Acute Hospitals,10340,7.807736943907157,No
    Singapore General Hospital,2017,80732,Specialist Outpatient Clinics,4973743,Psychiatric Hospitals,1950,41.40102564102564,Yes
    Singapore General Hospital,2017,80732,Specialist Outpatient Clinics,4973743,Community Hospitals,1663,48.54600120264582,Yes
    Singapore General Hospital,2017,80732,Specialist Outpatient Clinics,4973743,Nursing Homes,14918,5.411717388389865,No
    Singapore General Hospital,2017,80732,Accident & Emergency Departments,993458,Acute Hospitals,10340,7.807736943907157,No
    Singapore General Hospital,2017,80732,Accident & Emergency Departments,993458,Psychiatric Hospitals,1950,41.40102564102564,Yes
    Singapore General Hospital,2017,80732,Accident & Emergency Departments,993458,Community Hospitals,1663,48.54600120264582,Yes
    Singapore General Hospital,2017,80732,Accident & Emergency Departments,993458,Nursing Homes,14918,5.411717388389865,No
    Singapore General Hospital,2017,80732,Polyclinics,5925787,Acute Hospitals,10340,7.807736943907157,No
    Singapore General Hospital,2017,80732,Polyclinics,5925787,Psychiatric Hospitals,1950,41.40102564102564,Yes
    Singapore General Hospital,2017,80732,Polyclinics,5925787,Community Hospitals,1663,48.54600120264582,Yes
    Singapore General Hospital,2017,80732,Polyclinics,5925787,Nursing Homes,14918,5.411717388389865,No
    Singapore General Hospital,2017,80732,Dental Clinics,1067080,Acute Hospitals,10340,7.807736943907157,No
    Singapore General Hospital,2017,80732,Dental Clinics,1067080,Psychiatric Hospitals,1950,41.40102564102564,Yes
    Singapore General Hospital,2017,80732,Dental Clinics,1067080,Community Hospitals,1663,48.54600120264582,Yes
    Singapore General Hospital,2017,80732,Dental Clinics,1067080,Nursing Homes,14918,5.411717388389865,No
    Singapore General Hospital,2017,80732,Day Surgeries,339933,Acute Hospitals,10340,7.807736943907157,No
    Singapore General Hospital,2017,80732,Day Surgeries,339933,Psychiatric Hospitals,1950,41.40102564102564,Yes
    Singapore General Hospital,2017,80732,Day Surgeries,339933,Community Hospitals,1663,48.54600120264582,Yes
    Singapore General Hospital,2017,80732,Day Surgeries,339933,Nursing Homes,14918,5.411717388389865,No
    Tan Tock Seng Hospital,2017,56631,Acute Hospitals Admissions,568117,Acute Hospitals,10340,5.476885880077369,No
    Tan Tock Seng Hospital,2017,56631,Acute Hospitals Admissions,568117,Psychiatric Hospitals,1950,29.04153846153846,Yes
    Tan Tock Seng Hospital,2017,56631,Acute Hospitals Admissions,568117,Community Hospitals,1663,34.05351773902586,Yes
    Tan Tock Seng Hospital,2017,56631,Acute Hospitals Admissions,568117,Nursing Homes,14918,3.7961522992358225,No
    Tan Tock Seng Hospital,2017,56631,Psychiatric Hospitals Admissions,9316,Acute Hospitals,10340,5.476885880077369,No
    Tan Tock Seng Hospital,2017,56631,Psychiatric Hospitals Admissions,9316,Psychiatric Hospitals,1950,29.04153846153846,Yes
    Tan Tock Seng Hospital,2017,56631,Psychiatric Hospitals Admissions,9316,Community Hospitals,1663,34.05351773902586,Yes
    Tan Tock Seng Hospital,2017,56631,Psychiatric Hospitals Admissions,9316,Nursing Homes,14918,3.7961522992358225,No
    Tan Tock Seng Hospital,2017,56631,Community Hospitals Admissions,16355,Acute Hospitals,10340,5.476885880077369,No
    Tan Tock Seng Hospital,2017,56631,Community Hospitals Admissions,16355,Psychiatric Hospitals,1950,29.04153846153846,Yes
    Tan Tock Seng Hospital,2017,56631,Community Hospitals Admissions,16355,Community Hospitals,1663,34.05351773902586,Yes
    Tan Tock Seng Hospital,2017,56631,Community Hospitals Admissions,16355,Nursing Homes,14918,3.7961522992358225,No
    Tan Tock Seng Hospital,2017,56631,Specialist Outpatient Clinics,4973743,Acute Hospitals,10340,5.476885880077369,No
    Tan Tock Seng Hospital,2017,56631,Specialist Outpatient Clinics,4973743,Psychiatric Hospitals,1950,29.04153846153846,Yes
    Tan Tock Seng Hospital,2017,56631,Specialist Outpatient Clinics,4973743,Community Hospitals,1663,34.05351773902586,Yes
    Tan Tock Seng Hospital,2017,56631,Specialist Outpatient Clinics,4973743,Nursing Homes,14918,3.7961522992358225,No
    Tan Tock Seng Hospital,2017,56631,Accident & Emergency Departments,993458,Acute Hospitals,10340,5.476885880077369,No
    Tan Tock Seng Hospital,2017,56631,Accident & Emergency Departments,993458,Psychiatric Hospitals,1950,29.04153846153846,Yes
    Tan Tock Seng Hospital,2017,56631,Accident & Emergency Departments,993458,Community Hospitals,1663,34.05351773902586,Yes
    Tan Tock Seng Hospital,2017,56631,Accident & Emergency Departments,993458,Nursing Homes,14918,3.7961522992358225,No
    Tan Tock Seng Hospital,2017,56631,Polyclinics,5925787,Acute Hospitals,10340,5.476885880077369,No
    Tan Tock Seng Hospital,2017,56631,Polyclinics,5925787,Psychiatric Hospitals,1950,29.04153846153846,Yes
    Tan Tock Seng Hospital,2017,56631,Polyclinics,5925787,Community Hospitals,1663,34.05351773902586,Yes
    Tan Tock Seng Hospital,2017,56631,Polyclinics,5925787,Nursing Homes,14918,3.7961522992358225,No
    Tan Tock Seng Hospital,2017,56631,Dental Clinics,1067080,Acute Hospitals,10340,5.476885880077369,No
    Tan Tock Seng Hospital,2017,56631,Dental Clinics,1067080,Psychiatric Hospitals,1950,29.04153846153846,Yes
    Tan Tock Seng Hospital,2017,56631,Dental Clinics,1067080,Community Hospitals,1663,34.05351773902586,Yes
    Tan Tock Seng Hospital,2017,56631,Dental Clinics,1067080,Nursing Homes,14918,3.7961522992358225,No
    Tan Tock Seng Hospital,2017,56631,Day Surgeries,339933,Acute Hospitals,10340,5.476885880077369,No
    Tan Tock Seng Hospital,2017,56631,Day Surgeries,339933,Psychiatric Hospitals,1950,29.04153846153846,Yes
    Tan Tock Seng Hospital,2017,56631,Day Surgeries,339933,Community Hospitals,1663,34.05351773902586,Yes
    Tan Tock Seng Hospital,2017,56631,Day Surgeries,339933,Nursing Homes,14918,3.7961522992358225,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Acute Hospitals Admissions,568117,Acute Hospitals,10340,0.9009671179883946,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Acute Hospitals Admissions,568117,Psychiatric Hospitals,1950,4.777435897435898,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Acute Hospitals Admissions,568117,Community Hospitals,1663,5.601924233313289,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Acute Hospitals Admissions,568117,Nursing Homes,14918,0.6244804933637217,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Psychiatric Hospitals Admissions,9316,Acute Hospitals,10340,0.9009671179883946,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Psychiatric Hospitals Admissions,9316,Psychiatric Hospitals,1950,4.777435897435898,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Psychiatric Hospitals Admissions,9316,Community Hospitals,1663,5.601924233313289,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Psychiatric Hospitals Admissions,9316,Nursing Homes,14918,0.6244804933637217,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Community Hospitals Admissions,16355,Acute Hospitals,10340,0.9009671179883946,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Community Hospitals Admissions,16355,Psychiatric Hospitals,1950,4.777435897435898,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Community Hospitals Admissions,16355,Community Hospitals,1663,5.601924233313289,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Community Hospitals Admissions,16355,Nursing Homes,14918,0.6244804933637217,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Specialist Outpatient Clinics,4973743,Acute Hospitals,10340,0.9009671179883946,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Specialist Outpatient Clinics,4973743,Psychiatric Hospitals,1950,4.777435897435898,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Specialist Outpatient Clinics,4973743,Community Hospitals,1663,5.601924233313289,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Specialist Outpatient Clinics,4973743,Nursing Homes,14918,0.6244804933637217,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Accident & Emergency Departments,993458,Acute Hospitals,10340,0.9009671179883946,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Accident & Emergency Departments,993458,Psychiatric Hospitals,1950,4.777435897435898,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Accident & Emergency Departments,993458,Community Hospitals,1663,5.601924233313289,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Accident & Emergency Departments,993458,Nursing Homes,14918,0.6244804933637217,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Polyclinics,5925787,Acute Hospitals,10340,0.9009671179883946,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Polyclinics,5925787,Psychiatric Hospitals,1950,4.777435897435898,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Polyclinics,5925787,Community Hospitals,1663,5.601924233313289,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Polyclinics,5925787,Nursing Homes,14918,0.6244804933637217,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Dental Clinics,1067080,Acute Hospitals,10340,0.9009671179883946,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Dental Clinics,1067080,Psychiatric Hospitals,1950,4.777435897435898,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Dental Clinics,1067080,Community Hospitals,1663,5.601924233313289,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Dental Clinics,1067080,Nursing Homes,14918,0.6244804933637217,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Day Surgeries,339933,Acute Hospitals,10340,0.9009671179883946,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Day Surgeries,339933,Psychiatric Hospitals,1950,4.777435897435898,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Day Surgeries,339933,Community Hospitals,1663,5.601924233313289,No
    Institute Of Mental Health / Woodbridge Hospital,2017,9316,Day Surgeries,339933,Nursing Homes,14918,0.6244804933637217,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Acute Hospitals Admissions,568117,Acute Hospitals,10340,7.069825918762089,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Acute Hospitals Admissions,568117,Psychiatric Hospitals,1950,37.48820512820513,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Acute Hospitals Admissions,568117,Community Hospitals,1663,43.9579073962718,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Acute Hospitals Admissions,568117,Nursing Homes,14918,4.900254725834563,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Psychiatric Hospitals Admissions,9316,Acute Hospitals,10340,7.069825918762089,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Psychiatric Hospitals Admissions,9316,Psychiatric Hospitals,1950,37.48820512820513,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Psychiatric Hospitals Admissions,9316,Community Hospitals,1663,43.9579073962718,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Psychiatric Hospitals Admissions,9316,Nursing Homes,14918,4.900254725834563,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Community Hospitals Admissions,16355,Acute Hospitals,10340,7.069825918762089,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Community Hospitals Admissions,16355,Psychiatric Hospitals,1950,37.48820512820513,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Community Hospitals Admissions,16355,Community Hospitals,1663,43.9579073962718,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Community Hospitals Admissions,16355,Nursing Homes,14918,4.900254725834563,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Specialist Outpatient Clinics,4973743,Acute Hospitals,10340,7.069825918762089,No
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Specialist Outpatient Clinics,4973743,Psychiatric Hospitals,1950,37.48820512820513,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Specialist Outpatient Clinics,4973743,Community Hospitals,1663,43.9579073962718,Yes
    Kandang Kerbau Women's & Children's Hospital,2017,73102,Specialist Outpatient Clinics,4973743,Nursing Homes,14918,4.900254725834563,No
